Qu'appelle-t-on les 'lois scélérates' votées en France en 1893-1894 ?,Des lois d'urgence réprimant l'anarchisme et criminalisant sa presse.
Quel célèbre anarchiste préconisait la lutte syndicale plutôt que les attentats individuels ?,Pierre Kropotkine.
Quel mouvement syndical a accueilli de nombreux anarchistes après l'échec de la propagande par le fait ?,L'anarcho-syndicalisme (ou syndicalisme révolutionnaire).
Comment les collectifs modernes comme 'Anonymous' pratiquent-ils une forme de propagande par le fait ?,Par le piratage et la diffusion de données numériques (hacktivisme).
"Selon les actes de la journée de l'EP, quel est le rôle du Comité de concertation (Codeco) ?",Échanger sur la mise en œuvre du décret et organiser les journées de l'éducation permanente.
Pourquoi la notion de 'neutralité' est-elle remise en question dans l'Atelier 4 de l'EP ?,Parce que toute association développe un point de vue orienté et un engagement politique défini.
Quel est l'objectif principal de la 'Propagande par le fait' numérique actuelle ?,Conscientiser l'opinion publique via des actions spectaculaires virtuelles ou médiatisées.
"Dans le contexte de l'économie souterraine, qu'est-ce que la 'malédiction des ressources' ?",Le paradoxe où les pays riches en ressources naturelles ont des taux d'informalité et de corruption plus élevés.
Quelle est la principale méthode de mesure de l'économie souterraine basée sur la circulation monétaire ?,La méthode de la demande de monnaie.
Quel est le risque majeur d'une 'identity politics' selon Jean De Munck ?,La fragmentation extrême de la société et l'absence de partage d'un monde commun.
"Selon Rachel Brahy, quel terme devrait remplacer 'Mobilisation de collectifs' pour mieux décrire le processus éducatif ?",Composition de communs.
Quel était le constat de l'Atelier 5 concernant le numérique comme outil pédagogique ?,Il est difficile de mettre en place une dynamique ascendante (du bas vers le haut) à travers un écran.
Quelle réforme fiscale brésilienne a tenté de simplifier le système pour les petites entreprises ?,Le programme SIMPLES.
L'économie criminelle générerait entre $2$ et $5\%$ du _____ mondial.,PIB
"Quel type de fraude fiscale coûte environ $6,2$ à $8,1$ milliards d'euros à la France par an ?",Le manque à gagner lié au travail dissimulé.
Quel est le principal inconvénient de la communication numérique cité par Jean De Munck ?,La désincarnation (perte du contact sensible et corporel).
Comment les 'lois scélérates' ont-elles affecté le mouvement anarchiste français ?,En le poussant vers la clandestinité et en affaiblissant l'élan terroriste par la répression.
Quel est le but des actions d'expropriation révolutionnaire ?,Voler des fonds pour financer le mouvement révolutionnaire.
"Dans l'EP, quel est le lien entre le 'souper Spaghetti' et la citoyenneté ?",Il représente une étape cruciale de convivialité pour mobiliser les populations.
Terme : Agir lentement,Format d'action alternatif en éducation permanente permettant de comprendre et d'échanger en profondeur.
Quel est l'impact de l'économie souterraine sur le financement des services publics ?,"Elle réduit les recettes fiscales, limitant l'investissement dans l'éducation et la santé."
Quelle région du monde a le plus fort taux de main-d'œuvre informelle ?,L'Afrique subsaharienne ($85\%$).
"Selon Patricia Hubert, l'EP est intrinsèquement liée au concept de _____.",démocratie culturelle
Quel mouvement écologique radical utilise le sabotage comme propagande par le fait moderne ?,L'Animal Liberation Front (ou Earth Liberation Front).
Qu'est-ce que le 'two-steps-flow' de Lazarsfeld appliqué aux médias ?,"L'interprétation d'un message médiatique via la discussion dans un cercle social (famille, amis)."
Quel est le danger des 'bulles informationnelles' numériques ?,Elles provoquent des biais de confirmation et empêchent la confrontation avec des idées contradictoires.
Quelle part de la population latino-américaine vit sans couverture sociale malgré son activité ?,$241$ millions de personnes.
"L'Atelier 2 de l'EP note que les populations vivent aujourd'hui dans l'_____, rendant la mobilisation longue difficile.",immédiateté
Qui est la présidente du Conseil supérieur de l'Éducation permanente mentionnée ?,Ariane Estenne.
"Selon l'Atelier 3, pourquoi faut-il travailler aussi avec les populations 'dominantes' ?",Pour les alerter sur les facteurs d'exclusion et déconstruire leurs préjugés.
Quel est le lien entre éducation permanente et transition écologique ?,L'EP aide à déconstruire les modèles de consommation destructeurs et à reconstruire un sens partagé.
Quelle est la définition de la culture selon une approche anthropologique en EP ?,"La culture est un processus où chacun est acteur de sa propre expression, et non simple consommateur."
Comment l'économie souterraine peut-elle servir de 'résilience' en temps de crise ?,"En offrant des moyens de survie immédiats (troc, petits boulots) lorsque l'économie formelle s'effondre."
Quel est l'impact du numérique sur la séparation entre vie privée et travail selon l'Atelier 2 ?,"Il affaiblit cette séparation, le travail envahissant de plus en plus la vie privée."
Le _____ est cité comme une forme moderne de 'dénonciation' numérique.,doxing
Quelle est la 'souffrance psychique' liée à la désincarnation numérique selon Jean De Munck ?,"Le sentiment d'être réduit à une ombre ou une abstraction, menant parfois au burnout."
